Detailed Resource Usage
Module Name,Fabric 4LUT,Fabric DFF,Interface 4LUT,Interface DFF,Single-Ended I/O,Differential I/O Pairs,uSRAM (64x12),LSRAM (20K),Chip Globals,PLL,Transceiver Lanes,Transceiver PCIe
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ29_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ2_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ30_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ31_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ3_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ4_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ5_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ6_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ7_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ8_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_DQ9_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_ODT0_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/DDR_RAM_RST_N_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO0_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO10_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO11_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO12_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO13_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO14_IN_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO15_IN_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO16_IN_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO17_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO18_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO19_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO1_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO20_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO21_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO22_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO23_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO24_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO25_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO26_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO27_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO28_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO29_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO2_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO30_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO31_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO32_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO33_IN_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO34_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO35_IN_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO36_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO3_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO4_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO5_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO6_IN_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO7_IN_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO8_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/MSSIO9_OUT_IOINST/Primitives,0,0,0,0,1,0,0,0,0,0,0,0
MSS_WRAPPER_1/ICICLE_MSS_inst_0/Primitives,6,0,0,0,0,10,0,0,0,0,0,0
MSS_WRAPPER_1/Primitives,1,0,0,0,21,0,0,0,0,0,0,0
Primitives/Primitives,16,0,0,0,44,0,0,0,0,0,0,0
